RK,NAME,TEAM,POS,GMS,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
535,DaQuan Jones,TEN,0,16,0,0,0,0,0,0,0,0,2,0,1,0,3.7,59.8
536,Jeremiah Attaochu,DEN,0,13,0,0,0,0,0,0,0,0,5,0,1,0,4.6,59.7
537,Anthony Miller,CHI,WR,16,0,0,0,12,0,49,485,2,0,0,0,0,3.7,59.7
538,Tyron Johnson,LAC,WR,12,0,0,0,17,0,20,398,3,0,0,0,0,5,59.5
539,Brian Poole,NYJ,0,9,0,0,0,0,0,0,0,0,1,2,0,0,6.6,59
540,Phillip Lindsay,DEN,RB,11,0,0,0,502,1,7,28,0,0,0,0,0,5.4,59
541,Darius Phillips,CIN,0,12,0,0,0,0,0,0,0,0,0,1,2,0,4.9,59
542,Michael Pittman Jr.,IND,WR,13,0,0,0,26,0,40,503,1,0,0,0,0,4.5,58.9
543,Nick Vigil,LAC,0,15,0,0,0,0,0,0,0,0,2,0,1,2,3.9,58.8
544,Le'Veon Bell,KC,RB,11,0,0,0,328,2,16,138,0,0,0,0,0,5.3,58.6
545,Anthony Brown,DAL,0,10,0,0,0,0,0,0,0,0,1,2,0,1,5.9,58.6
546,Efe Obada,CAR,0,16,0,0,0,0,0,0,0,0,5.5,0,1,2,3.7,58.5
547,Andrew Wingard,JAX,0,13,0,0,0,0,0,0,0,0,0,2,0,1,4.5,58.5
548,Folorunso Fatukasi,NYJ,0,15,0,0,0,0,0,0,0,0,2,0,1,1,3.9,58.2
549,Joshua Kelley,LAC,RB,14,0,0,0,354,2,23,148,0,0,0,0,0,4.2,58.2
550,Javon Hargrave,PHI,0,15,0,0,0,0,0,0,0,0,4.5,0,0,1,3.9,58.1
551,Henry Ruggs III,LV,WR,13,0,0,0,49,0,26,452,2,0,0,0,0,4.5,58.1
552,Salvon Ahmed,MIA,RB,6,0,0,0,319,3,11,61,0,0,0,0,0,9.7,58
553,Larry Ogunjobi,CLE,0,15,0,0,0,0,0,0,0,0,2.5,0,1,0,3.9,57.8
554,Pernell McPhee,BAL,0,15,0,0,0,0,0,0,0,0,3,0,0,0,3.8,57.7
555,Shelby Harris,DEN,0,11,0,0,0,0,0,0,0,0,2.5,0,1,0,5.2,57.6
556,Julian Blackmon,IND,0,15,0,0,0,0,0,0,0,0,0,2,1,0,3.8,57.5
557,Jahlani Tavai,DET,0,16,0,0,0,0,0,0,0,0,0,0,2,1,3.6,57.5
558,Mario Addison,BUF,0,15,0,0,0,0,0,0,0,0,5,0,0,0,3.8,57.4
559,Poona Ford,SEA,0,16,0,0,0,0,0,0,0,0,2,0,1,0,3.6,57.4
560,Charvarius Ward,KC,0,14,0,0,0,0,0,0,0,0,1,0,0,0,4.1,57.4
561,Ed Oliver,BUF,0,16,0,0,0,0,0,0,0,0,3,0,1,0,3.6,57.2
562,Chris Conley,JAX,WR,15,0,0,0,0,0,40,471,2,0,0,0,0,3.8,57.1
563,Levi Wallace,BUF,0,12,0,0,0,0,0,0,0,0,0,2,0,0,4.8,57
564,Derrick Brown,CAR,0,16,0,0,0,0,0,0,0,0,2,0,0,0,3.6,57
565,Minnesota Vikings,MIN,0,16,0,0,0,0,0,0,0,0,23,15,11,7,3.6,57
566,Preston Williams,MIA,WR,8,0,0,0,0,0,18,288,4,0,0,0,0,7.1,56.8
567,Uchenna Nwosu,LAC,0,13,0,0,0,0,0,0,0,0,4.5,0,0,0,4.4,56.6
568,Bashaud Breeland,KC,0,11,0,0,0,0,0,0,0,0,0,2,1,1,5.1,56.5
569,William Jackson III,CIN,0,14,0,0,0,0,0,0,0,0,0,1,0,0,4,56.5
570,Randy Gregory,DAL,0,10,0,0,0,0,0,0,0,0,3.5,0,3,0,5.6,56.4
571,Duke Johnson,HOU,RB,11,0,0,0,235,1,28,249,1,0,0,0,0,5.1,56.4
572,Jayron Kearse,DET,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5.1,56
573,Raven Greene,GB,0,10,0,0,0,0,0,0,0,0,1.5,1,1,0,5.6,55.85
574,Calais Campbell,BAL,0,12,0,0,0,0,0,0,0,0,4,0,0,0,4.6,55.75
575,Reggie Ragland,DET,0,16,0,0,0,0,0,0,0,0,1,0,1,0,3.5,55.7
576,Nathan Gerry,PHI,0,7,0,0,0,0,0,0,0,0,1,0,0,0,8,55.7
577,Jalen Ramsey,LAR,0,15,0,0,0,0,0,0,0,0,0,1,0,0,3.7,55.5
578,Cameron Sutton,PIT,0,16,0,0,0,0,0,0,0,0,1,1,3,1,3.5,55.5
579,Ifeadi Odenigbo,MIN,0,15,0,0,0,0,0,0,0,0,3.5,0,0,0,3.7,55.45
580,Trey Burton,IND,TE,13,0,0,0,3,2,28,250,3,0,0,0,0,4.3,55.3
581,Steven Means,ATL,0,16,0,0,0,0,0,0,0,0,3,0,2,0,3.5,55.3
582,Darren Fells,HOU,TE,16,0,0,0,0,0,21,312,4,0,0,0,0,3.4,55.2
583,Juston Burris,CAR,0,13,0,0,0,0,0,0,0,0,0,1,0,0,4.2,55
584,Jaylon Johnson,CHI,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4.2,55
585,Kyle Dugger,NE,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3.9,55
586,Leighton Vander Esch,DAL,0,10,0,0,0,0,0,0,0,0,1,0,1,0,5.5,55
587,Tyson Alualu,PIT,0,15,0,0,0,0,0,0,0,0,2,0,1,0,3.7,54.8
588,Ben Niemann,KC,0,15,0,0,0,0,0,0,0,0,1,0,1,2,3.7,54.8
589,Joe Flacco,NYJ,QB,5,864,6,3,22,0,0,0,0,0,0,0,0,11,54.76
590,Samaje Perine,CIN,RB,16,0,0,0,301,3,11,66,0,0,0,0,0,3.4,54.7
591,Ronnie Harrison Jr.,CLE,0,10,0,0,0,0,0,0,0,0,1,1,0,1,5.4,54.5
592,Cam Sims,WAS,WR,16,0,0,0,5,0,32,477,1,0,0,0,0,3.4,54.2
593,Landon Collins,WAS,0,7,0,0,0,0,0,0,0,0,2,1,1,0,7.7,54.1
594,Derek Wolfe,BAL,0,14,0,0,0,0,0,0,0,0,1,0,0,1,3.9,54
595,Bryce Callahan,DEN,0,10,0,0,0,0,0,0,0,0,0,2,0,1,5.4,54
596,Duke Riley,PHI,0,13,0,0,0,0,0,0,0,0,0.5,1,1,0,4.2,54
597,Keke Coutee,HOU,WR,8,0,0,0,0,0,33,400,3,0,0,0,0,6.8,54
598,Harvey Langi,NYJ,0,14,0,0,0,0,0,0,0,0,0,0,0,1,3.8,53.5
599,Rock Ya-Sin,IND,0,13,0,0,0,0,0,0,0,0,0,1,1,0,4.1,53.5
600,Ryan Neal,SEA,0,13,0,0,0,0,0,0,0,0,0,2,0,0,4.1,53.5
601,Carl Nassib,LV,0,14,0,0,0,0,0,0,0,0,2.5,1,0,0,3.8,53.1
602,Dennis Gardeck,ARI,0,14,0,0,0,0,0,0,0,0,7,0,0,1,3.8,53.1
603,Linval Joseph,LAC,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3.3,53
604,Malik Jackson,PHI,0,15,0,0,0,0,0,0,0,0,2.5,0,0,1,3.5,53
605,Sam Ficken,NYJ,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5.9,53
606,Tarvarius Moore,SF,0,16,0,0,0,0,0,0,0,0,0,0,1,1,3.3,53
607,Samuel Sloman,TEN,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6.6,53
608,Emmanuel Moseley,SF,0,12,0,0,0,0,0,0,0,0,0,1,0,0,4.4,53
609,Jordyn Brooks,SEA,0,14,0,0,0,0,0,0,0,0,0,0,0,1,3.8,53
610,Jeff Okudah,DET,0,9,0,0,0,0,0,0,0,0,0,1,0,0,5.9,53
611,Kerryon Johnson,DET,RB,16,0,0,0,181,2,19,187,1,0,0,0,0,3.3,52.8
612,Bobby McCain,MIA,0,16,0,0,0,0,0,0,0,0,0,1,0,0,3.3,52.5
613,Samson Ebukam,LAR,0,16,0,0,0,0,0,0,0,0,4.5,0,1,0,3.3,52.5
614,C.J. Beathard,SF,QB,6,787,6,0,28,0,0,0,0,0,0,0,0,8.7,52.28
615,Adam Butler,NE,0,15,0,0,0,0,0,0,0,0,4,0,0,0,3.5,52.1
616,LeShaun Sims,CIN,0,13,0,0,0,0,0,0,0,0,0,1,0,0,4,52
617,Charles Omenihu,HOU,0,15,0,0,0,0,0,0,0,0,4,0,0,1,3.5,52
618,Chandon Sullivan,GB,0,16,0,0,0,0,0,0,0,0,0,1,0,0,3.2,52
619,Jacksonville Jaguars,JAX,0,16,0,0,0,0,0,0,0,0,18,12,12,5,3.2,52
620,Gerald Everett,LAR,TE,16,0,0,0,2,1,41,417,1,0,0,0,0,3.2,51.9
621,Golden Tate,NYG,WR,12,18,0,0,0,0,35,388,2,0,0,0,0,4.3,51.52
622,Clelin Ferrell,LV,0,11,0,0,0,0,0,0,0,0,2,0,2,0,4.7,51.2
623,Peyton Barber,WAS,RB,16,0,0,0,258,4,4,12,0,0,0,0,0,3.2,51
624,Miles Boykin,BAL,WR,16,0,0,0,0,0,19,266,4,0,0,0,0,3.2,50.6
625,Marcus Epps,PHI,0,14,0,0,0,0,0,0,0,0,0,2,0,0,3.6,50.5
626,Kendall Sheffield,ATL,0,13,0,0,0,0,0,0,0,0,0,0,1,0,3.9,50.5
627,Sammy Watkins,KC,WR,10,0,0,1,3,0,37,421,2,0,0,1,0,5,50.4
628,Jimmy Moreland,WAS,0,16,0,0,0,0,0,0,0,0,0.5,1,1,0,3.1,50.25
629,DeShawn Williams,DEN,0,14,0,0,0,0,0,0,0,0,2,1,0,0,3.6,50.2
630,Jalen Reagor,PHI,WR,11,0,0,0,26,0,31,396,1,0,0,0,0,4.6,50.2
631,Bradley Roby SUS,HOU,0,10,0,0,0,0,0,0,0,0,0,1,0,1,5,50
632,David Long Jr.,TEN,0,14,0,0,0,0,0,0,0,0,0,0,1,0,3.6,50
633,Denzel Perryman,LAC,0,13,0,0,0,0,0,0,0,0,1,0,1,0,3.8,49.9
634,Brandon Allen,CIN,QB,5,925,5,4,27,0,0,0,0,0,0,0,0,9.9,49.7
635,Casey Hayward Jr.,LAC,0,14,0,0,0,0,0,0,0,0,0,1,0,0,3.5,49.5
636,Nickell Robey-Coleman,PHI,0,15,0,0,0,0,0,0,0,0,0,0,1,1,3.3,49.5
637,Christian Jones,DET,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3.1,49.5
638,Mackensie Alexander,CIN,0,13,0,0,0,0,0,0,0,0,0,1,0,0,3.8,49.5
639,Johnathan Hankins,LV,0,16,0,0,0,0,0,0,0,0,1,0,0,1,3.1,49.4
640,Mo Alie-Cox,IND,TE,15,0,0,0,0,0,31,394,2,0,0,0,0,3.3,49.4
641,Jacob Tuioti-Mariner,ATL,0,16,0,0,0,0,0,0,0,0,1,0,1,2,3.1,49.3
642,John Franklin-Myers,NYJ,0,15,0,0,0,0,0,0,0,0,3.5,0,0,2,3.3,49.3
643,Jordan Wilkins,IND,RB,15,0,0,0,308,1,12,105,0,0,0,0,0,3.3,49.3
644,Jarrad Davis,DET,0,14,0,0,0,0,0,0,0,0,0.5,0,2,0,3.5,49.1
645,Donte Jackson,CAR,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3.5,49
646,Tyquan Lewis,IND,0,16,0,0,0,0,0,0,0,0,4,0,0,0,3.1,49
647,Zach Allen,ARI,0,13,0,0,0,0,0,0,0,0,2,0,0,0,3.8,48.8
648,Kenny Clark,GB,0,13,0,0,0,0,0,0,0,0,2,0,0,0,3.7,48.7
649,Javon Kinlaw,SF,0,14,0,0,0,0,0,0,0,0,1.5,1,0,0,3.4,48.25
650,Tre Flowers,SEA,0,12,0,0,0,0,0,0,0,0,0,0,1,0,4,48
651,Jaylon Ferguson,BAL,0,14,0,0,0,0,0,0,0,0,2,0,0,1,3.4,48
652,Houston Texans,HOU,0,16,0,0,0,0,0,0,0,0,34,3,9,8,3,48
653,Deebo Samuel,SF,WR,7,0,0,0,26,0,33,391,1,0,0,0,0,6.8,47.7
654,Jeff Heath,LV,0,13,0,0,0,1,0,0,0,0,0,3,0,0,3.7,47.6
655,Marcell Harris,SF,0,16,0,0,0,0,0,0,0,0,0,0,2,2,3,47.5
656,Ty Johnson,NYJ,RB,13,0,0,0,254,1,16,99,1,0,0,0,0,3.6,47.3
657,Jordan Reed,SF,TE,10,0,0,0,0,0,26,231,4,0,0,0,0,4.7,47.1
658,Willie Gay,KC,0,16,0,0,0,0,0,0,0,0,1,0,1,0,2.9,47.1
659,Tahir Whitehead,CAR,0,14,0,0,0,0,0,0,0,0,0,1,0,1,3.4,47
660,Taylor Rapp,LAR,0,9,0,0,0,0,0,0,0,0,0,1,1,0,5.2,47
661,Mark Ingram II,BAL,RB,11,0,0,0,299,2,6,50,0,0,0,0,0,4.3,46.9
662,Larry Fitzgerald,ARI,WR,13,0,0,0,0,0,54,409,1,0,0,0,0,3.6,46.9
663,Tyler Eifert,JAX,TE,15,0,0,0,0,0,36,349,2,0,0,1,0,3.1,46.9
664,Quintez Cephus,DET,WR,13,0,0,0,0,0,20,349,2,0,0,0,0,3.6,46.9
665,Jordan Akins,HOU,TE,13,0,0,0,4,0,37,403,1,0,0,0,0,3.6,46.7
666,Josh Norman,BUF,0,9,0,0,0,0,0,0,0,0,0,1,1,2,5.2,46.5
667,Richard Rodgers,PHI,TE,14,0,0,0,0,0,24,345,2,0,0,0,0,3.3,46.5
668,Darryl Roberts,DET,0,11,0,0,0,0,0,0,0,0,0,1,0,0,4.2,46.5
669,P.J. Williams,NO,0,15,0,0,0,0,0,0,0,0,0,1,0,2,3.1,46.5
670,Marquis Haynes,CAR,0,15,0,0,0,0,0,0,0,0,4,0,1,2,3.1,46.4
671,Justin Jackson,LAC,RB,9,0,0,0,270,0,19,173,0,0,0,0,0,5.1,46.3
672,Isaac Yiadom,NYG,0,16,0,0,0,0,0,0,0,0,0.5,0,0,0,2.9,46.25
673,Barkevious Mingo,CHI,0,16,0,0,0,11,0,0,0,0,2.5,0,0,0,2.9,46.15
674,Byron Jones,MIA,0,14,0,0,0,0,0,0,0,0,0,2,1,0,3.3,46
675,Joe Thomas,DAL,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3.1,46
676,Keion Crossen,HOU,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.9,46
677,Logan Wilson,CIN,0,12,0,0,0,0,0,0,0,0,1,2,0,0,3.8,46
678,Quinton Jefferson,BUF,0,16,0,0,0,0,0,0,0,0,3,0,1,1,2.9,45.9
679,Zach Kerr,CAR,0,13,0,0,0,0,0,0,0,0,2,0,1,0,3.5,45.85
680,Jack Crawford,TEN,0,16,0,0,0,0,0,0,0,0,2,0,1,0,2.9,45.8
681,Kenny Golladay,DET,WR,5,0,0,0,0,0,20,338,2,0,0,0,0,9.2,45.8
682,Robert Quinn,CHI,0,15,0,0,0,0,0,0,0,0,2,0,3,1,3,45.7
683,Justin Hollins,LAR,0,16,0,0,0,0,0,0,0,0,3,0,1,0,2.9,45.7
684,Jakeem Grant Sr.,MIA,WR,14,0,0,0,20,0,36,373,1,0,0,0,0,3.2,45.3
685,Kyle Allen,WAS,QB,4,610,4,1,26,1,0,0,0,0,0,0,0,11.2,45
686,Carl Granderson,NO,0,15,0,0,0,0,0,0,0,0,5,0,2,0,3,45
687,Mykal Walker,ATL,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2.8,45
688,Cincinnati Bengals,CIN,0,16,0,0,0,0,0,0,0,0,17,11,10,6,2.8,45
689,Darian Thompson,DAL,0,15,0,0,0,3,0,0,0,0,0,1,1,0,3,44.8
690,Kingsley Keke,GB,0,15,0,0,0,0,0,0,0,0,4,0,1,0,3,44.7
691,Anthony Firkser,TEN,TE,16,0,0,0,0,0,39,387,1,0,0,0,0,2.8,44.7
692,Chris Banjo,ARI,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3.4,44.5
693,Chidobe Awuzie,DAL,0,8,0,0,0,0,0,0,0,0,0,1,0,1,5.6,44.5
694,Donovan Peoples-Jones,CLE,WR,12,0,0,0,0,0,14,304,2,0,0,0,0,3.7,44.4
695,Ryan Kerrigan,WAS,0,16,0,0,0,0,0,0,0,0,5.5,0,0,1,2.8,44.3
696,Chris Board,BAL,0,16,0,0,0,0,0,0,0,0,2.5,0,1,0,2.8,44.1
697,Juan Thornhill,KC,0,16,0,0,0,0,0,0,0,0,0,1,0,0,2.8,44
698,Michael Thomas,NO,WR,7,0,0,0,1,0,40,438,0,0,0,0,0,6.3,43.9
699,Jordan Jenkins,NYJ,0,12,0,0,0,0,0,0,0,0,2,0,1,0,3.7,43.85
700,D.J. Wonnum,MIN,0,14,0,0,0,0,0,0,0,0,3,0,1,0,3.1,43.6
701,Stephon Gilmore,NE,0,11,0,0,0,0,0,0,0,0,0,1,1,0,4,43.5
702,Terez Hall,NE,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6.2,43.5
703,C.J. Henderson,JAX,0,8,0,0,0,0,0,0,0,0,0,1,1,0,5.4,43.5
704,Johnathan Joseph,ARI,0,11,0,0,0,0,0,0,0,0,0,1,1,0,3.9,43
705,Trey Flowers,DET,0,7,0,0,0,0,0,0,0,0,2,0,2,1,6.1,43
706,Dawson Knox,BUF,TE,12,0,0,0,0,0,24,288,3,0,0,0,0,3.6,42.8
707,Chris Herndon,NYJ,TE,16,0,0,0,0,0,31,287,3,0,0,0,0,2.7,42.7
708,Cordarrelle Patterson,CHI,RB,16,0,0,0,232,1,21,132,0,0,0,0,0,2.6,42.4
709,Kevin Johnson,CLE,0,13,0,0,0,0,0,0,0,0,0.5,0,1,1,3.3,42.4
710,Jaleel Johnson,MIN,0,16,0,0,0,0,0,0,0,0,1.5,0,0,0,2.6,42.35
711,Marvin Hall,CLE,WR,12,0,0,0,1,0,18,302,2,0,0,0,0,3.5,42.3
712,Whitney Mercilus,HOU,0,13,0,0,0,0,0,0,0,0,4,0,0,1,3.2,42.2
713,Alton Robinson,SEA,0,14,0,0,0,0,0,0,0,0,4,0,1,0,3,42.1
714,Darqueze Dennard,ATL,0,8,0,0,0,0,0,0,0,0,0,1,0,0,5.2,42
715,Avonte Maddox,PHI,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4.2,42
716,Rashad Fenton,KC,0,16,0,0,0,0,0,0,0,0,0,1,0,0,2.6,42
717,Dante Fowler Jr.,ATL,0,14,0,0,0,0,0,0,0,0,3,0,0,0,3,41.55
718,Zach Ertz,PHI,TE,11,0,0,0,0,0,36,335,1,0,0,0,0,3.8,41.5
719,Sidney Jones IV,JAX,0,9,0,0,0,0,0,0,0,0,0,2,1,0,4.6,41.5
720,Bryce Hall,NYJ,0,8,0,0,0,0,0,0,0,0,0,1,0,0,5.2,41.5
721,La'Mical Perine,NYJ,RB,10,0,0,0,232,2,11,63,0,0,0,0,0,4.2,41.5
722,Dean Lowry,GB,0,16,0,0,0,0,0,0,0,0,3,0,0,0,2.6,41.4
723,Richie James Jr.,SF,WR,10,0,0,0,0,0,23,394,1,0,0,0,0,4.1,41.4
724,Darnay Holmes,NYG,0,12,0,0,0,0,0,0,0,0,0.5,1,0,1,3.4,41.35
725,Collin Johnson,JAX,WR,14,0,0,0,0,0,18,272,2,0,0,0,0,2.9,41.2
726,Jack Doyle,IND,TE,14,0,0,0,0,0,23,251,3,0,0,0,0,2.9,41.1
727,Corn Elder,CAR,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2.6,41
728,N'Keal Harry,NE,WR,14,0,0,0,0,0,33,309,2,0,0,0,0,2.9,40.9
729,Jacob Hollister,SEA,TE,16,0,0,0,0,0,25,209,3,0,0,0,0,2.6,40.9
730,Adam Gotsis,JAX,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2.5,40.5
731,Dorance Armstrong,DAL,0,16,0,0,0,0,0,0,0,0,0,0,1,2,2.5,40.5
732,Henry Anderson,NYJ,0,16,0,0,0,0,0,0,0,0,0.5,0,0,0,2.5,40.45
733,Ito Smith,ATL,RB,14,0,0,0,268,1,17,75,0,0,0,0,0,2.9,40.3
734,Cameron Brate,TB,TE,16,0,0,0,0,0,28,282,2,0,0,0,0,2.5,40.2
735,Chris Harris Jr.,LAC,0,9,0,0,0,0,0,0,0,0,0.5,1,0,0,4.4,40.05
736,Carlos Watkins,HOU,0,16,0,0,0,0,0,0,0,0,2,0,0,1,2.5,40
737,Chris Claybrooks,JAX,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3.1,40
738,DeeJay Dallas,SEA,RB,12,0,0,0,108,2,17,111,1,0,0,0,0,3.3,39.9
739,Tershawn Wharton,KC,0,16,0,0,0,0,0,0,0,0,2,0,1,1,2.5,39.7
740,Mario Edwards Jr. SUS,CHI,0,15,0,0,0,0,0,0,0,0,4,0,0,0,2.6,39.6
741,Tim Settle,WAS,0,16,0,0,0,0,0,0,0,0,5,0,0,0,2.5,39.6
742,Vinny Curry,PHI,0,11,0,0,0,0,0,0,0,0,3,0,0,1,3.6,39.5
743,Brent Urban,CHI,0,16,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,39.5
744,Devon Kennard,ARI,0,13,0,0,0,0,0,0,0,0,3,0,0,0,3,39.5
745,Jermaine Carter,CAR,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2.5,39.5
746,Dean Marlowe,BUF,0,15,0,0,0,0,0,0,0,0,1.5,2,0,1,2.6,39.4
747,DeMarcus Walker,DEN,0,13,0,0,0,0,0,0,0,0,4.5,0,1,0,3,39.3
748,DaeSean Hamilton,DEN,WR,16,0,0,0,0,0,23,293,2,0,0,0,0,2.5,39.3
749,Tavierre Thomas,CLE,0,16,0,0,0,0,0,0,0,0,1,0,1,0,2.4,39.2
750,Jason McCourty,NE,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.4,39
751,K'Waun Williams,SF,0,8,0,0,0,0,0,0,0,0,2,0,1,0,4.9,39
752,Quinton Dunbar,SEA,0,6,0,0,0,0,0,0,0,0,0,1,0,0,6.5,39
753,Aldrick Rosas,JAX,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6.5,39
754,Las Vegas Raiders,LV,0,16,0,0,0,0,0,0,0,0,21,10,8,5,2.4,39
755,Dion Jordan,SF,0,13,0,0,0,0,0,0,0,0,3,0,1,1,3,38.9
756,Drew Sample,CIN,TE,16,0,0,0,0,0,40,349,1,0,0,0,0,2.4,38.9
757,Mike Danna,KC,0,13,0,0,0,0,0,0,0,0,2.5,0,0,0,3,38.75
758,Al-Quadin Muhammad,IND,0,16,0,0,0,0,0,0,0,0,2,0,1,0,2.4,38.7
759,L.J. Collier,SEA,0,16,0,0,0,0,0,0,0,0,3,0,0,0,2.4,38.6
760,Angelo Blackson,ARI,0,16,0,0,0,0,0,0,0,0,2.5,0,0,0,2.4,38.55
761,Azeez Al-Shaair,SF,0,16,0,0,0,0,0,0,0,0,0,1,1,0,2.4,38.5
762,Jacob Martin,HOU,0,14,0,0,0,0,0,0,0,0,3,0,1,1,2.7,38.3
763,Arthur Maulet,NYJ,0,11,0,0,0,0,0,0,0,0,1,1,0,0,3.5,38.3
764,A.J. Dillon,GB,RB,11,0,0,0,242,2,2,21,0,0,0,0,0,3.5,38.3
765,Dion Lewis,NYG,RB,16,0,0,0,115,2,19,127,1,0,0,0,0,2.4,38.2
766,Justin Jones,LAC,0,13,0,0,0,0,0,0,0,0,1,0,0,0,2.9,38
767,Malik Harrison,BAL,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.4,38
768,A.J. Moore Jr.,HOU,0,11,0,0,0,0,0,0,0,0,1,0,1,0,3.5,38
769,Troy Pride Jr.,CAR,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2.7,38
770,Harrison Bryant,CLE,TE,15,0,0,0,0,0,24,238,3,0,0,0,0,2.5,37.8
771,Alfred Morris,NYG,RB,9,0,0,0,238,1,3,19,1,0,0,0,0,4.2,37.7
772,Denzel Mims,NYJ,WR,9,0,0,0,0,0,23,357,0,0,0,0,0,4.2,37.7
773,Isaac Rochell,LAC,0,16,0,0,0,0,0,0,0,0,2.5,0,0,0,2.3,37.55
774,Kyle Rudolph,MIN,TE,12,0,0,0,0,0,28,334,1,0,0,0,0,3.1,37.4
775,Danny Shelton,DET,0,12,0,0,0,0,0,0,0,0,1,0,0,0,3.1,37.2
776,Will Dissly,SEA,TE,16,0,0,0,0,0,24,251,2,0,0,0,0,2.3,37.1
777,John Penisini,DET,0,16,0,0,0,0,0,0,0,0,1,0,0,1,2.3,37
778,Jamar Taylor,SF,0,8,0,0,0,0,0,0,0,0,1,2,0,0,4.6,36.7
779,Will Parks,DEN,0,10,0,0,0,0,0,0,0,0,1,0,0,0,3.7,36.6
780,Kamu Grugier-Hill,MIA,0,15,0,0,0,0,0,0,0,0,1,0,0,1,2.4,36.5
781,Darrel Williams,KC,RB,13,0,0,0,169,1,18,116,0,0,0,0,0,2.8,36.5
782,Derrick Nnadi,KC,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2.4,36.5
783,Adrian Clayborn,CLE,0,15,0,0,0,0,0,0,0,0,3.5,0,1,0,2.4,36.3
784,DaVon Hamilton,JAX,0,11,0,0,0,0,0,0,0,0,1,0,0,1,3.3,36
785,Yetur Gross-Matos,CAR,0,12,0,0,0,0,0,0,0,0,2.5,0,1,0,3,35.95
786,Frankie Luvu,NYJ,0,13,0,0,0,0,0,0,0,0,2,0,0,0,2.8,35.9
787,Hercules Mata'afa,MIN,0,13,0,0,0,0,0,0,0,0,2.5,0,0,0,2.8,35.8
788,Alex Okafor,KC,0,11,0,0,0,0,0,0,0,0,3,0,1,0,3.2,35.75
789,D.J. Jones,SF,0,14,0,0,0,0,0,0,0,0,3,0,0,0,2.5,35.6
790,Bradley McDougald,NYJ,0,7,0,0,0,0,0,0,0,0,0,0,0,1,5.1,35.5
791,Alex Anzalone,NO,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.2,35.5
792,Ashtyn Davis,NYJ,0,10,0,0,0,0,0,0,0,0,0,0,0,1,3.6,35.5
793,Cody Barton,SEA,0,16,0,0,0,0,0,0,0,0,0,0,2,0,2.2,35.5
794,Tanoh Kpassagnon,KC,0,16,0,0,0,0,0,0,0,0,1,0,0,0,2.2,35.3
795,Julian Edelman,NE,WR,6,38,0,0,22,0,21,315,0,0,0,0,0,5.9,35.22
796,Tevaughn Campbell,LAC,0,14,0,0,0,0,0,0,0,0,0,1,1,0,2.5,35
797,Kris Boyd,MIN,0,10,0,0,0,0,0,0,0,0,0,0,1,0,3.5,35
798,Adam Humphries,TEN,WR,7,0,0,0,0,0,23,228,2,0,0,0,0,5,34.8
799,Sheldon Rankins,NO,0,12,0,0,0,0,0,0,0,0,1.5,0,0,0,2.9,34.75
800,Marcus Davenport,NO,0,11,0,0,0,0,0,0,0,0,1.5,0,0,0,3.2,34.75
801,Cedrick Wilson,DAL,WR,16,23,1,0,-12,0,17,189,2,0,0,1,0,2.2,34.62
802,M.J. Stewart Jr.,CLE,0,15,0,0,0,0,0,0,0,0,1,2,0,0,2.3,34.6
803,Mack Wilson,CLE,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2.7,34.5
804,Jimmy Smith,BAL,0,11,0,0,0,0,0,0,0,0,1,0,0,1,3.1,34.1
805,Deshazor Everett,WAS,0,11,0,0,0,0,0,0,0,0,0,0,1,0,3.1,34
806,Cole Kmet,CHI,TE,16,0,0,0,-3,0,28,243,2,0,0,0,0,2.1,34
807,Sergio Castillo,NYJ,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5.7,34
808,Devante Downs,NYG,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2.1,34
